acct,utc_date,num_courses_visited,total_minutes_visited,lessons_completed,projects_completed
228,10/5/15,0,0,0,0
228,11/5/15,0,0,0,0
228,12/5/15,1,66.91936983,1,0
228,13/5/15,1,84.01431033,1,0
228,14/5/15,0,0,0,0
228,15/5/15,0,0,0,0
228,16/5/15,0,0,0,0
228,17/5/15,0,0,0,0
228,18/5/15,0,0,0,0
228,19/5/15,0,0,0,0
228,20/5/15,1,66.33245867,0,0
228,21/5/15,0,0,0,0
228,22/5/15,0,0,0,0
228,23/5/15,0,0,0,0
228,24/5/15,1,128.606672,0,0
228,25/5/15,1,111.0059745,1,0
228,26/5/15,1,69.72331117,0,0
228,27/5/15,0,0,0,0
228,28/5/15,0,0,0,0
228,29/5/15,0,0,0,0
228,30/5/15,0,0,0,0
228,31/5/15,0,0,0,0
228,1/6/15,0,0,0,0
228,2/6/15,0,0,0,0
228,3/6/15,0,0,0,0
228,4/6/15,0,0,0,0
228,5/6/15,0,0,0,0
228,6/6/15,0,0,0,0
228,7/6/15,0,0,0,0
228,8/6/15,0,0,0,0
228,9/6/15,0,0,0,0
228,10/6/15,2,284.964334,0,0
228,11/6/15,1,197.9893125,3,0
228,12/6/15,2,106.7525825,0,0
228,13/6/15,0,0,0,0
228,14/6/15,2,42.47095067,0,0
228,15/6/15,0,0,0,0
228,16/6/15,0,0,0,0
228,17/6/15,1,68.85158367,0,0
228,18/6/15,1,20.288989,0,0
228,19/6/15,0,0,0,0
228,20/6/15,0,0,0,0
228,21/6/15,0,0,0,0
228,22/6/15,0,0,0,0
228,23/6/15,1,23.2716495,0,0
228,24/6/15,0,0,0,0
228,25/6/15,0,0,0,0
228,26/6/15,0,0,0,0
228,27/6/15,1,36.06917667,0,0
228,28/6/15,1,7.531348,0,0
228,29/6/15,1,61.18926417,0,0
228,30/6/15,1,7.966380667,0,0
228,1/7/15,0,0,0,0
228,2/7/15,0,0,0,0
228,3/7/15,1,29.89206133,0,0
228,4/7/15,2,115.8163172,0,0
228,5/7/15,1,53.83150167,1,0
228,6/7/15,1,114.3405663,0,0
228,7/7/15,0,0,0,0
228,8/7/15,1,72.0167795,1,0
228,9/7/15,2,42.02648467,0,0
228,10/7/15,0,0,0,0
228,11/7/15,4,347.2903493,2,0
228,12/7/15,1,63.33114333,0,0
228,13/7/15,1,96.070879,1,0
228,14/7/15,1,32.12221433,0,0
228,15/7/15,1,18.28317967,0,0
228,16/7/15,1,231.8939023,1,0
228,17/7/15,0,0,0,0
228,18/7/15,0,0,0,0
228,19/7/15,1,31.9108345,0,0
228,20/7/15,0,0,0,0
228,21/7/15,1,3.443301,0,0
228,22/7/15,1,195.4959145,0,0
228,23/7/15,1,119.7577597,0,0
228,24/7/15,1,23.989251,0,0
228,25/7/15,2,67.17150333,1,0
228,27/7/15,1,7.366354667,0,0
228,28/7/15,0,0,0,0
228,29/7/15,1,29.95730017,0,0
228,30/7/15,1,269.8352827,2,0
228,31/7/15,1,9.671005167,0,0
228,1/8/15,1,111.9229377,1,0
228,2/8/15,1,157.9260597,1,0
228,3/8/15,0,0,0,0
228,4/8/15,0,0,0,0
228,5/8/15,0,0,0,0
228,6/8/15,0,0,0,0
228,7/8/15,0,0,0,0
228,8/8/15,2,65.6089135,0,0
228,9/8/15,0,0,0,0
228,10/8/15,1,204.0512498,0,0
228,11/8/15,1,5.755839833,0,0
228,12/8/15,1,4.650923,0,0
228,13/8/15,2,62.9441695,1,0
228,14/8/15,1,16.792194,0,0
228,15/8/15,1,60.41025533,0,0
228,16/8/15,0,0,0,0
228,17/8/15,0,0,0,0
228,18/8/15,0,0,0,0
228,19/8/15,0,0,0,0
228,20/8/15,0,0,0,0
228,21/8/15,0,0,0,0
228,22/8/15,0,0,0,0
228,23/8/15,0,0,0,0
228,24/8/15,0,0,0,0
228,25/8/15,0,0,0,0
228,26/8/15,0,0,0,0
228,27/8/15,0,0,0,0
229,7/1/15,1,50.32195583,0,0
229,8/1/15,1,81.40454067,0,0
229,9/1/15,0,0,0,0
229,10/1/15,0,0,0,0
229,11/1/15,0,0,0,0
229,12/1/15,0,0,0,0
229,13/1/15,0,0,0,0
229,14/1/15,0,0,0,0
229,15/1/15,0,0,0,0
229,16/1/15,0,0,0,0
229,17/1/15,0,0,0,0
229,18/1/15,0,0,0,0
229,19/1/15,1,177.379776,2,0
229,20/1/15,1,159.1854145,0,0
229,21/1/15,1,139.653981,1,0
229,22/1/15,1,265.7002435,1,0
229,23/1/15,1,305.2218833,3,0
229,24/1/15,0,0,0,0
229,25/1/15,0,0,0,0
229,26/1/15,2,232.3751402,1,0
229,27/1/15,2,113.2379595,1,0
229,28/1/15,2,104.9954722,0,0
229,29/1/15,1,23.18144983,0,0
229,30/1/15,1,178.2471628,1,0
229,31/1/15,0,0,0,0
229,1/2/15,0,0,0,0
229,2/2/15,0,0,0,0
229,3/2/15,2,216.1044078,1,0
229,4/2/15,0,0,0,0
229,5/2/15,0,0,0,0
229,6/2/15,0,0,0,0
229,7/2/15,0,0,0,0
229,8/2/15,0,0,0,0
229,9/2/15,0,0,0,0
229,10/2/15,0,0,0,0
229,11/2/15,1,168.995169,1,0
229,12/2/15,1,10.2276935,0,1
229,13/2/15,0,0,0,0
229,14/2/15,0,0,0,0
229,15/2/15,0,0,0,0
229,16/2/15,0,0,0,0
229,17/2/15,0,0,0,0
229,18/2/15,0,0,0,0
229,19/2/15,0,0,0,0
229,20/2/15,0,0,0,0
229,21/2/15,0,0,0,0
229,22/2/15,0,0,0,0
229,23/2/15,1,110.5849988,2,0
229,24/2/15,1,165.3846922,0,0
229,25/2/15,2,160.2209127,1,0
229,26/2/15,1,220.5513568,1,0
229,27/2/15,2,251.5375058,2,0
229,28/2/15,0,0,0,0
229,1/3/15,0,0,0,0
229,2/3/15,1,103.2276785,1,0
229,3/3/15,2,318.9910433,1,0
229,4/3/15,1,144.2620415,0,0
229,5/3/15,0,0,0,0
229,6/3/15,2,55.91470583,0,0
229,7/3/15,0,0,0,0
229,8/3/15,0,0,0,0
229,9/3/15,3,137.9320785,2,0
229,10/3/15,2,307.7674623,2,0
229,11/3/15,1,322.4243183,2,0
229,12/3/15,1,4.338912667,0,0
229,13/3/15,1,136.4729992,1,0
229,14/3/15,0,0,0,0
229,15/3/15,0,0,0,0
229,16/3/15,2,220.9346283,2,0
229,17/3/15,2,15.586229,0,0
229,18/3/15,2,33.50403617,0,0
229,19/3/15,0,0,0,1
229,20/3/15,0,0,0,0
229,21/3/15,0,0,0,0
229,22/3/15,0,0,0,0
229,23/3/15,2,197.7898692,1,0
229,24/3/15,0,0,0,0
229,25/3/15,0,0,0,0
229,26/3/15,0,0,0,0
229,27/3/15,0,0,0,0
229,28/3/15,0,0,0,0
229,29/3/15,0,0,0,0
229,30/3/15,0,0,0,0
229,31/3/15,0,0,0,0
229,1/4/15,0,0,0,0
229,2/4/15,0,0,0,0
229,3/4/15,0,0,0,0
229,4/4/15,0,0,0,0
229,5/4/15,0,0,0,0
229,6/4/15,0,0,0,0
229,7/4/15,0,0,0,0
229,8/4/15,0,0,0,0
229,9/4/15,0,0,0,0
229,10/4/15,0,0,0,0
229,11/4/15,0,0,0,0
229,12/4/15,0,0,0,0
229,13/4/15,0,0,0,0
229,14/4/15,1,90.18581517,0,0
229,15/4/15,1,50.07522167,1,0
229,16/4/15,1,297.3666597,4,0
229,17/4/15,2,300.8639372,4,0
229,18/4/15,0,0,0,0
229,19/4/15,0,0,0,0
229,20/4/15,1,326.9649782,1,0
229,21/4/15,1,129.5828007,3,0
229,22/4/15,1,20.090067,0,0
229,23/4/15,0,0,0,1
229,24/4/15,2,17.549718,0,0
229,25/4/15,0,0,0,0
229,26/4/15,0,0,0,0
229,27/4/15,0,0,0,0
229,28/4/15,2,27.95807467,0,0
229,29/4/15,0,0,0,0
229,30/4/15,0,0,0,0
229,1/5/15,1,75.0194745,0,0
229,2/5/15,0,0,0,0
229,3/5/15,0,0,0,0
229,4/5/15,1,103.673851,1,0
229,5/5/15,2,236.271446,2,0
229,6/5/15,1,29.4350725,0,0
229,7/5/15,1,48.79372033,1,0
229,8/5/15,1,91.9337945,2,0
229,9/5/15,0,0,0,0
229,10/5/15,0,0,0,0
229,11/5/15,0,0,0,1
229,12/5/15,1,31.04692733,0,0
229,13/5/15,1,47.949594,0,0
229,14/5/15,1,28.14489317,0,0
229,15/5/15,1,3.116787333,0,0
229,16/5/15,0,0,0,0
229,17/5/15,0,0,0,0
229,18/5/15,0,0,0,0
229,19/5/15,2,31.16885783,0,0
229,20/5/15,1,222.2591985,3,0
229,21/5/15,0,0,0,0
229,22/5/15,0,0,0,0
229,23/5/15,0,0,0,0
229,24/5/15,0,0,0,0
229,25/5/15,0,0,0,0
229,26/5/15,1,52.64071983,0,0
229,27/5/15,0,0,0,0
229,28/5/15,2,133.7883035,3,0
229,29/5/15,0,0,0,0
229,30/5/15,0,0,0,0
229,31/5/15,0,0,0,0
229,1/6/15,0,0,0,0
229,2/6/15,0,0,0,0
229,3/6/15,0,0,0,0
229,4/6/15,0,0,0,0
229,5/6/15,1,10.4415715,0,0
229,6/6/15,0,0,0,0
229,7/6/15,0,0,0,0
229,8/6/15,1,6.5626525,0,0
229,9/6/15,0,0,0,1
229,10/6/15,0,0,0,1
229,11/6/15,0,0,0,0
229,12/6/15,0,0,0,0
229,13/6/15,0,0,0,0
230,10/11/14,1,60.07385883,0,0
230,11/11/14,1,34.460242,0,0
230,12/11/14,1,85.7374175,0,0
230,13/11/14,1,15.06257733,0,0
230,14/11/14,1,2.078048333,0,0
230,15/11/14,0,0,0,0
230,16/11/14,0,0,0,0
230,17/11/14,0,0,0,0
230,18/11/14,0,0,0,0
230,19/11/14,1,214.0926732,0,0
230,20/11/14,1,161.7977338,2,0
230,21/11/14,1,21.06953283,0,0
230,22/11/14,0,0,0,0
230,23/11/14,0,0,0,0
230,24/11/14,3,157.9584162,0,0
230,25/11/14,2,69.48063333,1,0
230,26/11/14,3,157.9793962,0,0
230,27/11/14,2,66.55322383,0,0
230,28/11/14,2,87.089947,1,0
230,29/11/14,0,0,0,0
230,30/11/14,0,0,0,0
230,1/12/14,1,38.75363383,0,0
230,2/12/14,2,17.26523333,0,0
230,3/12/14,0,0,0,0
230,4/12/14,0,0,0,0
230,5/12/14,0,0,0,0
230,6/12/14,1,51.99614183,0,0
230,7/12/14,1,6.580858167,0,0
230,8/12/14,0,0,0,0
230,9/12/14,0,0,0,0
230,10/12/14,0,0,0,0
230,11/12/14,1,14.14595017,0,0
230,12/12/14,0,0,0,0
230,13/12/14,1,13.6092655,0,0
230,14/12/14,0,0,0,0
230,15/12/14,0,0,0,0
230,16/12/14,1,73.988919,0,0
230,17/12/14,1,28.2543245,0,0
230,18/12/14,0,0,0,0
230,19/12/14,0,0,0,0
230,20/12/14,0,0,0,0
230,21/12/14,0,0,0,0
230,22/12/14,0,0,0,0
230,23/12/14,0,0,0,0
230,24/12/14,0,0,0,0
230,25/12/14,0,0,0,0
230,26/12/14,0,0,0,0
230,27/12/14,0,0,0,0
230,28/12/14,0,0,0,0
230,29/12/14,0,0,0,0
230,30/12/14,0,0,0,1
230,31/12/14,0,0,0,0
230,1/1/15,0,0,0,0
230,2/1/15,0,0,0,0
230,3/1/15,0,0,0,0
230,4/1/15,1,54.75649367,0,0
230,5/1/15,1,100.4092598,1,0
230,6/1/15,1,41.86676833,0,0
230,7/1/15,0,0,0,0
230,8/1/15,0,0,0,0
230,9/1/15,0,0,0,0
230,10/1/15,0,0,0,0
230,11/1/15,1,86.4311425,1,0
230,12/1/15,0,0,0,0
230,13/1/15,0,0,0,0
230,14/1/15,0,0,0,0
230,15/1/15,0,0,0,0
230,16/1/15,0,0,0,0
230,17/1/15,0,0,0,0
230,18/1/15,1,50.28113383,0,0
230,19/1/15,1,105.0639392,0,0
230,20/1/15,1,87.1747195,0,0
230,21/1/15,1,75.67507017,1,0
230,22/1/15,0,0,0,0
230,23/1/15,0,0,0,0
230,24/1/15,0,0,0,0
230,25/1/15,1,16.7217955,0,0
230,26/1/15,1,90.68859633,1,0
230,27/1/15,1,26.10235117,0,0
230,28/1/15,0,0,0,0
230,29/1/15,0,0,0,0
230,30/1/15,0,0,0,0
230,31/1/15,0,0,0,0
230,1/2/15,0,0,0,0
230,2/2/15,1,27.72791133,0,0
230,3/2/15,0,0,0,0
230,4/2/15,1,77.10623617,0,0
230,5/2/15,1,27.4569135,0,0
230,6/2/15,0,0,0,0
230,7/2/15,0,0,0,0
230,8/2/15,1,92.6853985,1,0
230,9/2/15,1,143.2267697,1,0
230,10/2/15,2,334.1147058,3,0
230,11/2/15,1,105.8581767,0,0
230,12/2/15,1,21.39562633,0,0
230,13/2/15,1,27.0899565,1,0
230,14/2/15,1,8.114940667,0,0
230,15/2/15,1,3.194067,0,0
230,16/2/15,1,108.1313363,0,0
230,17/2/15,1,92.84801967,0,0
230,18/2/15,1,227.3210937,0,0
230,19/2/15,1,25.07366017,0,0
230,20/2/15,0,0,0,0
230,21/2/15,0,0,0,0
230,22/2/15,2,82.5668565,0,0
230,23/2/15,1,81.8763325,0,0
230,24/2/15,1,30.93288533,0,0
230,25/2/15,1,68.63318483,0,0
230,26/2/15,3,64.201984,0,0
230,27/2/15,0,0,0,0
230,28/2/15,0,0,0,0
230,1/3/15,1,40.20840867,0,0
230,2/3/15,1,56.4619145,0,0
230,3/3/15,1,61.918943,0,0
230,4/3/15,0,0,0,0
230,5/3/15,0,0,0,0
230,6/3/15,0,0,0,0
230,7/3/15,0,0,0,0
230,8/3/15,0,0,0,0
230,9/3/15,0,0,0,0
230,10/3/15,0,0,0,1
230,11/3/15,0,0,0,0
230,12/3/15,0,0,0,0
230,13/3/15,0,0,0,0
230,14/3/15,0,0,0,0
230,15/3/15,0,0,0,0
230,16/3/15,0,0,0,0
230,17/3/15,1,42.60142717,1,0
230,18/3/15,0,0,0,0
230,19/3/15,1,16.15202917,1,0
230,20/3/15,0,0,0,0
230,21/3/15,0,0,0,0
230,22/3/15,1,2.746079,0,0
230,23/3/15,1,76.79001917,0,0
230,24/3/15,1,110.2784183,1,0
230,25/3/15,0,0,0,0
230,26/3/15,0,0,0,0
230,27/3/15,0,0,0,0
230,28/3/15,0,0,0,0
230,29/3/15,0,0,0,0
230,30/3/15,1,61.79632483,0,0
230,31/3/15,1,90.017406,1,0
230,1/4/15,0,0,0,0
230,2/4/15,0,0,0,0
230,3/4/15,0,0,0,0
230,4/4/15,0,0,0,0
230,5/4/15,0,0,0,0
230,6/4/15,0,0,0,0
230,7/4/15,0,0,0,0
230,8/4/15,0,0,0,0
230,9/4/15,0,0,0,0
230,10/4/15,0,0,0,0
230,11/4/15,1,34.20206133,0,0
230,12/4/15,0,0,0,0
230,13/4/15,0,0,0,0
230,14/4/15,0,0,0,0
230,15/4/15,0,0,0,0
230,16/4/15,0,0,0,0
230,17/4/15,1,7.308999333,0,0
230,18/4/15,1,3.5354715,0,0
230,19/4/15,0,0,0,0
230,20/4/15,0,0,0,0
230,21/4/15,0,0,0,0
230,22/4/15,0,0,0,0
230,23/4/15,0,0,0,0
230,24/4/15,0,0,0,0
230,25/4/15,0,0,0,0
230,26/4/15,1,4.188493,0,0
230,27/4/15,1,23.6111825,0,0
230,28/4/15,1,99.78437,1,0
230,29/4/15,1,5.424467833,0,0
230,30/4/15,1,2.873402833,0,0
230,1/5/15,1,7.927055833,0,0
230,2/5/15,0,0,0,0
230,3/5/15,1,64.2066575,0,0
230,4/5/15,2,117.1151578,1,0
230,5/5/15,1,36.80011033,0,0
230,6/5/15,0,0,0,0
230,7/5/15,1,371.767014,5,0
230,8/5/15,1,83.74802567,2,0
230,9/5/15,0,0,0,0
230,10/5/15,1,47.2589305,0,0
230,11/5/15,1,39.1881055,0,1
230,12/5/15,1,45.36059967,1,0
230,13/5/15,0,0,0,0
230,14/5/15,2,72.51843533,1,0
230,15/5/15,0,0,0,0
230,16/5/15,0,0,0,0
230,17/5/15,0,0,0,0
230,18/5/15,0,0,0,0
230,19/5/15,0,0,0,0
230,20/5/15,0,0,0,0
230,21/5/15,0,0,0,0
230,22/5/15,0,0,0,0
230,23/5/15,0,0,0,0
230,24/5/15,0,0,0,0
230,25/5/15,0,0,0,0
230,26/5/15,1,23.0662605,0,0
230,27/5/15,0,0,0,0
230,28/5/15,0,0,0,0
230,29/5/15,0,0,0,0
230,30/5/15,0,0,0,0
230,31/5/15,0,0,0,0
230,1/6/15,0,0,0,0
230,2/6/15,0,0,0,0
230,3/6/15,0,0,0,0
230,4/6/15,0,0,0,0
230,5/6/15,0,0,0,0
230,6/6/15,0,0,0,0
230,7/6/15,0,0,0,0
230,8/6/15,0,0,0,0
230,9/6/15,0,0,0,0
230,10/6/15,0,0,0,0
230,11/6/15,0,0,0,0
230,12/6/15,0,0,0,0
230,13/6/15,0,0,0,0
230,14/6/15,0,0,0,0
230,15/6/15,0,0,0,0
230,16/6/15,0,0,0,0
230,17/6/15,0,0,0,0
230,18/6/15,0,0,0,0
230,19/6/15,0,0,0,0
230,20/6/15,0,0,0,0
230,21/6/15,0,0,0,0
230,22/6/15,0,0,0,0
230,23/6/15,0,0,0,0
230,24/6/15,0,0,0,0
230,25/6/15,0,0,0,0
230,26/6/15,0,0,0,0
230,27/6/15,0,0,0,0
230,28/6/15,0,0,0,0
230,29/6/15,0,0,0,0
230,30/6/15,0,0,0,0
230,1/7/15,0,0,0,0
230,2/7/15,0,0,0,0
230,3/7/15,0,0,0,0
230,4/7/15,0,0,0,0
230,5/7/15,0,0,0,0
230,6/7/15,0,0,0,0
230,7/7/15,0,0,0,0
230,8/7/15,0,0,0,0
230,9/7/15,0,0,0,0
230,10/7/15,0,0,0,0
230,11/7/15,0,0,0,0
230,12/7/15,0,0,0,0
230,13/7/15,0,0,0,0
230,14/7/15,0,0,0,0
230,15/7/15,0,0,0,0
230,16/7/15,0,0,0,0
230,17/7/15,1,5.036699,0,0
230,18/7/15,0,0,0,0
230,19/7/15,0,0,0,0
230,20/7/15,0,0,0,0
230,21/7/15,0,0,0,0
230,22/7/15,1,49.58669283,0,0
230,23/7/15,1,77.25748683,0,0
230,24/7/15,0,0,0,0
230,25/7/15,0,0,0,0
230,27/7/15,1,74.02329117,0,0
230,28/7/15,2,33.23113833,0,0
230,29/7/15,2,5.220653,0,0
230,30/7/15,0,0,0,0
230,31/7/15,0,0,0,0
230,1/8/15,0,0,0,0
230,2/8/15,0,0,0,0
230,3/8/15,0,0,0,0
230,4/8/15,0,0,0,0
230,5/8/15,0,0,0,0
230,6/8/15,0,0,0,0
230,7/8/15,0,0,0,0
230,8/8/15,0,0,0,0
230,9/8/15,0,0,0,0
230,10/8/15,0,0,0,0
230,11/8/15,0,0,0,0
230,12/8/15,0,0,0,0
230,13/8/15,0,0,0,0
230,14/8/15,0,0,0,0
230,15/8/15,0,0,0,0
230,16/8/15,0,0,0,0
230,17/8/15,0,0,0,0
230,18/8/15,0,0,0,0
230,19/8/15,0,0,0,0
230,20/8/15,0,0,0,0
230,21/8/15,0,0,0,0
230,22/8/15,0,0,0,0
230,23/8/15,0,0,0,0
230,24/8/15,0,0,0,0
230,25/8/15,0,0,0,0
230,26/8/15,0,0,0,0
230,27/8/15,0,0,0,0
231,14/11/14,1,9.756997833,0,0
231,15/11/14,0,0,0,0
231,16/11/14,0,0,0,0
231,17/11/14,0,0,0,0
231,18/11/14,0,0,0,0
231,19/11/14,0,0,0,0
231,20/11/14,0,0,0,0
231,21/11/14,0,0,0,0
231,22/11/14,0,0,0,0
231,23/11/14,0,0,0,0
231,24/11/14,0,0,0,0
231,25/11/14,0,0,0,0
231,26/11/14,0,0,0,0
231,27/11/14,0,0,0,0
231,28/11/14,0,0,0,0
231,29/11/14,0,0,0,0
231,30/11/14,0,0,0,0
231,1/12/14,0,0,0,0
231,2/12/14,0,0,0,0
231,3/12/14,0,0,0,0
231,4/12/14,0,0,0,0
231,5/12/14,0,0,0,0
231,6/12/14,0,0,0,0
231,7/12/14,0,0,0,0
231,8/12/14,0,0,0,0
231,9/12/14,0,0,0,0
231,10/12/14,0,0,0,0
231,11/12/14,0,0,0,0
231,12/12/14,0,0,0,0
231,13/12/14,0,0,0,0
231,14/12/14,0,0,0,0
231,15/12/14,0,0,0,0
231,16/12/14,0,0,0,0
231,17/12/14,0,0,0,0
231,18/12/14,0,0,0,0
231,19/12/14,0,0,0,0
231,20/12/14,0,0,0,0
231,21/12/14,0,0,0,0
231,22/12/14,0,0,0,0
231,23/12/14,0,0,0,0
231,24/12/14,0,0,0,0
231,25/12/14,0,0,0,0
231,26/12/14,0,0,0,0
231,27/12/14,0,0,0,0
231,28/12/14,0,0,0,0
231,29/12/14,2,26.52645583,0,0
231,30/12/14,1,84.59868167,0,0
231,31/12/14,1,186.7527345,1,0
231,1/1/15,0,0,0,0
231,2/1/15,0,0,0,0
231,3/1/15,0,0,0,0
231,4/1/15,0,0,0,0
231,5/1/15,1,129.7033688,1,0
231,6/1/15,2,153.713719,0,0
231,7/1/15,1,89.05207433,0,0
231,8/1/15,1,143.2298063,1,0
231,9/1/15,1,56.87269133,1,0
231,10/1/15,1,191.8991342,2,0
231,11/1/15,2,260.3396865,2,0
231,12/1/15,1,262.386234,0,0
231,13/1/15,1,5.799867,0,0
231,14/1/15,0,0,0,0
231,15/1/15,0,0,0,0
231,16/1/15,1,37.30766783,0,0
231,17/1/15,0,0,0,0
231,18/1/15,0,0,0,0
231,19/1/15,0,0,0,0
231,20/1/15,0,0,0,0
231,21/1/15,0,0,0,0
231,22/1/15,1,13.87019883,0,0
231,23/1/15,1,91.81780767,1,0
231,24/1/15,0,0,0,0
231,25/1/15,0,0,0,0
231,26/1/15,0,0,0,0
231,27/1/15,1,24.15995317,0,0
231,28/1/15,1,3.3198065,0,0
231,29/1/15,0,0,0,0
231,30/1/15,0,0,0,0
231,31/1/15,0,0,0,0
231,1/2/15,0,0,0,0
231,2/2/15,0,0,0,0
231,3/2/15,0,0,0,0
231,4/2/15,0,0,0,0
231,5/2/15,0,0,0,0
231,6/2/15,0,0,0,0
231,7/2/15,0,0,0,0
231,8/2/15,0,0,0,0
231,9/2/15,0,0,0,0
231,10/2/15,2,16.303257,0,0
231,11/2/15,0,0,0,0
231,12/2/15,0,0,0,0
231,13/2/15,0,0,0,0
231,14/2/15,0,0,0,0
231,15/2/15,0,0,0,0
231,16/2/15,0,0,0,0
231,17/2/15,0,0,0,0
231,18/2/15,0,0,0,0
231,19/2/15,0,0,0,0
231,20/2/15,0,0,0,0
231,21/2/15,1,80.61889483,0,0
231,22/2/15,0,0,0,0
231,23/2/15,1,10.2012575,0,0
231,24/2/15,1,8.281467833,0,0
231,25/2/15,1,53.72259983,0,0
231,26/2/15,0,0,0,0
231,27/2/15,0,0,0,0
231,28/2/15,0,0,0,0
231,1/3/15,0,0,0,0
231,2/3/15,0,0,0,0
231,3/3/15,0,0,0,0
231,4/3/15,0,0,0,0
231,5/3/15,0,0,0,0
231,6/3/15,1,2.4309825,0,0
231,7/3/15,0,0,0,0
231,8/3/15,0,0,0,0
231,9/3/15,0,0,0,0
231,10/3/15,0,0,0,0
231,11/3/15,0,0,0,0
231,12/3/15,0,0,0,0
231,13/3/15,0,0,0,0
231,14/3/15,0,0,0,0
231,15/3/15,0,0,0,0
231,16/3/15,0,0,0,0
231,17/3/15,0,0,0,0
231,18/3/15,0,0,0,0
231,19/3/15,0,0,0,0
231,20/3/15,0,0,0,0
231,21/3/15,0,0,0,0
231,22/3/15,0,0,0,0
231,23/3/15,1,33.81737833,1,0
231,24/3/15,0,0,0,0
231,25/3/15,0,0,0,0
231,26/3/15,1,61.22836033,0,0
231,27/3/15,1,13.09929133,1,0
231,28/3/15,0,0,0,0
231,29/3/15,0,0,0,0
231,30/3/15,0,0,0,0
231,31/3/15,0,0,0,0
231,1/4/15,0,0,0,0
231,2/4/15,0,0,0,0
231,3/4/15,0,0,0,0
231,4/4/15,0,0,0,0
231,5/4/15,0,0,0,0
231,6/4/15,0,0,0,0
231,7/4/15,0,0,0,0
231,8/4/15,0,0,0,0
231,9/4/15,0,0,0,0
231,10/4/15,0,0,0,0
231,11/4/15,0,0,0,0
231,12/4/15,0,0,0,0
231,13/4/15,0,0,0,0
231,14/4/15,0,0,0,0
231,15/4/15,0,0,0,0
231,16/4/15,0,0,0,0
231,17/4/15,0,0,0,0
231,18/4/15,0,0,0,0
231,19/4/15,0,0,0,0
231,20/4/15,0,0,0,0
231,21/4/15,0,0,0,0
231,22/4/15,1,53.43762883,0,0
231,23/4/15,0,0,0,0
231,24/4/15,0,0,0,0
231,25/4/15,0,0,0,0
231,26/4/15,0,0,0,0
231,27/4/15,0,0,0,0
231,28/4/15,0,0,0,0
231,29/4/15,0,0,0,0
231,30/4/15,1,13.40198167,0,0
231,1/5/15,0,0,0,0
231,2/5/15,0,0,0,0
231,3/5/15,0,0,0,0
231,4/5/15,1,143.2165155,0,0
231,5/5/15,0,0,0,0
231,6/5/15,0,0,0,0
231,7/5/15,0,0,0,0
231,8/5/15,0,0,0,0
231,9/5/15,0,0,0,0
231,10/5/15,0,0,0,0
231,11/5/15,0,0,0,0
231,12/5/15,0,0,0,0
231,13/5/15,0,0,0,0
231,14/5/15,2,83.27431733,0,0
231,15/5/15,1,21.428217,1,0
231,16/5/15,1,171.3676695,1,0
231,17/5/15,0,0,0,0
231,18/5/15,0,0,0,0
231,19/5/15,0,0,0,0
231,20/5/15,0,0,0,0
231,21/5/15,0,0,0,0
231,22/5/15,0,0,0,0
231,23/5/15,0,0,0,0
231,24/5/15,1,9.066408333,0,0
231,25/5/15,1,5.838301,0,0
231,26/5/15,0,0,0,0
231,27/5/15,1,106.4414797,0,0
231,28/5/15,3,97.91291967,0,0
231,29/5/15,1,132.3935243,1,0
231,30/5/15,1,3.825331833,0,0
231,31/5/15,0,0,0,0
231,1/6/15,0,0,0,0
231,2/6/15,0,0,0,0
231,3/6/15,0,0,0,1
231,4/6/15,0,0,0,0
231,5/6/15,0,0,0,0
231,6/6/15,0,0,0,0
231,7/6/15,0,0,0,0
231,8/6/15,0,0,0,0
231,9/6/15,0,0,0,0
231,10/6/15,0,0,0,0
231,11/6/15,0,0,0,0
231,12/6/15,0,0,0,0
231,13/6/15,0,0,0,0
231,14/6/15,0,0,0,0
231,15/6/15,0,0,0,0
231,16/6/15,0,0,0,0
231,17/6/15,0,0,0,0
231,18/6/15,2,16.44572183,0,0
231,19/6/15,0,0,0,0
231,20/6/15,0,0,0,0
231,21/6/15,0,0,0,0
231,22/6/15,0,0,0,0
231,23/6/15,0,0,0,0
231,24/6/15,0,0,0,0
231,25/6/15,0,0,0,0
231,26/6/15,0,0,0,0
231,27/6/15,0,0,0,0
231,28/6/15,0,0,0,0
231,29/6/15,0,0,0,0
231,30/6/15,0,0,0,0
231,1/7/15,0,0,0,0
231,2/7/15,0,0,0,0
231,3/7/15,0,0,0,0
231,4/7/15,0,0,0,0
231,5/7/15,0,0,0,0
231,6/7/15,1,94.94303033,0,0
231,7/7/15,0,0,0,0
231,8/7/15,0,0,0,0
231,9/7/15,0,0,0,0
231,10/7/15,0,0,0,0
231,11/7/15,0,0,0,0
231,12/7/15,0,0,0,0
231,13/7/15,0,0,0,0
231,14/7/15,0,0,0,1
231,15/7/15,0,0,0,0
231,16/7/15,0,0,0,0
231,17/7/15,0,0,0,0
231,18/7/15,0,0,0,0
231,19/7/15,0,0,0,0
231,20/7/15,0,0,0,0
231,21/7/15,0,0,0,0
231,22/7/15,0,0,0,0
231,23/7/15,0,0,0,0
231,24/7/15,0,0,0,0
231,25/7/15,0,0,0,0
231,27/7/15,0,0,0,0
231,28/7/15,0,0,0,0
231,29/7/15,0,0,0,0
231,30/7/15,0,0,0,0
231,31/7/15,0,0,0,0
